date,product,company,unit_cost,price,competitor_price,promo,sales,revenue,day_of_week,month
2021-02-18,Dominos,Dominos,226.28,377.14,379.43,0,0,0.0,3,2
2021-02-19,Dominos,Dominos,222.88,371.46,361.2,1,20,0.0,4,2
2021-02-22,Dominos,Dominos,219.1,365.16,320.69,0,0,0.0,0,2
2021-02-23,Dominos,Dominos,220.04,366.74,409.61,0,0,0.0,1,2
2021-02-24,Dominos,Dominos,218.75,364.59,353.11,0,0,0.0,2,2
2021-02-25,Dominos,Dominos,203.4,339.0,357.57,0,0,0.0,3,2
2021-02-26,Dominos,Dominos,207.91,346.51,310.06,0,0,0.0,4,2
2021-03-01,Dominos,Dominos,207.04,345.06,392.84,0,0,0.0,0,3
2021-03-02,Dominos,Dominos,205.81,343.01,309.92,0,0,0.0,1,3
2021-03-03,Dominos,Dominos,199.64,332.73,302.74,0,0,0.0,2,3
2021-03-04,Dominos,Dominos,198.32,330.53,366.13,0,0,0.0,3,3
2021-03-05,Dominos,Dominos,198.14,330.24,371.12,0,0,0.0,4,3
2021-03-08,Dominos,Dominos,200.11,333.51,304.71,1,20,0.0,0,3
2021-03-09,Dominos,Dominos,212.45,354.08,350.87,0,0,0.0,1,3
2021-03-10,Dominos,Dominos,214.76,357.93,383.0,0,0,0.0,2,3
2021-03-11,Dominos,Dominos,215.02,358.37,399.05,0,0,0.0,3,3
2021-03-12,Dominos,Dominos,216.67,361.11,348.01,0,0,0.0,4,3
2021-03-15,Dominos,Dominos,217.78,362.97,364.82,0,0,0.0,0,3
2021-03-16,Dominos,Dominos,219.61,366.01,392.55,0,0,0.0,1,3
2021-03-17,Dominos,Dominos,217.95,363.25,388.44,0,0,0.0,2,3
2021-03-18,Dominos,Dominos,218.29,363.82,394.7,0,0,0.0,3,3
2021-03-19,Dominos,Dominos,218.22,363.7,371.33,0,0,0.0,4,3
2021-03-22,Dominos,Dominos,221.59,369.32,325.51,0,0,0.0,0,3
2021-03-23,Dominos,Dominos,224.65,374.42,419.8,0,0,0.0,1,3
2021-03-24,Dominos,Dominos,219.73,366.22,406.38,1,50,0.0,2,3
2021-03-25,Dominos,Dominos,220.56,367.6,400.47,1,50,0.0,3,3
2021-03-26,Dominos,Dominos,223.1,371.84,327.2,1,20,0.0,4,3
2021-03-29,Dominos,Dominos,223.25,372.08,339.08,0,0,0.0,0,3
2021-03-30,Dominos,Dominos,220.88,368.13,395.03,0,0,0.0,1,3
2021-03-31,Dominos,Dominos,220.67,367.79,315.17,0,0,0.0,2,3
2021-04-01,Dominos,Dominos,224.03,373.38,427.06,0,0,0.0,3,4
2021-04-05,Dominos,Dominos,222.98,371.64,357.94,0,0,0.0,0,4
2021-04-06,Dominos,Dominos,228.41,380.68,405.73,0,0,0.0,1,4
2021-04-07,Dominos,Dominos,229.38,382.3,426.75,0,0,0.0,2,4
2021-04-08,Dominos,Dominos,230.35,383.92,371.78,0,0,0.0,3,4
2021-04-09,Dominos,Dominos,234.21,390.35,369.17,0,0,0.0,4,4
2021-04-12,Dominos,Dominos,234.37,390.62,403.36,0,0,0.0,0,4
2021-04-13,Dominos,Dominos,236.96,394.93,404.53,0,0,0.0,1,4
2021-04-14,Dominos,Dominos,234.38,390.64,379.99,0,0,0.0,2,4
2021-04-15,Dominos,Dominos,235.79,392.99,404.99,0,0,0.0,3,4
2021-04-16,Dominos,Dominos,236.9,394.83,446.4,0,0,0.0,4,4
2021-04-19,Dominos,Dominos,238.78,397.96,394.1,0,0,0.0,0,4
2021-04-20,Dominos,Dominos,238.83,398.05,361.84,0,0,0.0,1,4
2021-04-21,Dominos,Dominos,236.88,394.8,380.26,0,0,0.0,2,4
2021-04-22,Dominos,Dominos,239.26,398.76,386.09,0,0,0.0,3,4
2021-04-23,Dominos,Dominos,238.63,397.71,353.7,0,0,0.0,4,4
2021-04-26,Dominos,Dominos,240.13,400.21,359.73,0,0,0.0,0,4
2021-04-27,Dominos,Dominos,240.62,401.03,423.23,0,0,0.0,1,4
2021-04-28,Dominos,Dominos,242.37,403.95,384.5,0,0,0.0,2,4
2021-04-29,Dominos,Dominos,249.59,415.98,472.75,0,0,0.0,3,4
2021-04-30,Dominos,Dominos,253.4,422.34,389.85,0,0,0.0,4,4
2021-05-03,Dominos,Dominos,260.15,433.59,381.42,1,20,0.0,0,5
2021-05-04,Dominos,Dominos,260.39,433.99,467.0,0,0,0.0,1,5
2021-05-05,Dominos,Dominos,259.13,431.89,481.26,0,0,0.0,2,5
2021-05-06,Dominos,Dominos,258.02,430.03,401.4,0,0,0.0,3,5
2021-05-07,Dominos,Dominos,259.48,432.47,393.82,0,0,0.0,4,5
2021-05-10,Dominos,Dominos,258.64,431.07,390.43,0,0,0.0,0,5
2021-05-11,Dominos,Dominos,253.4,422.34,425.13,1,50,0.0,1,5
2021-05-12,Dominos,Dominos,255.26,425.44,421.41,0,0,0.0,2,5
2021-05-13,Dominos,Dominos,253.44,422.4,391.92,0,0,0.0,3,5
2021-05-14,Dominos,Dominos,256.37,427.29,368.99,0,0,0.0,4,5
2021-05-17,Dominos,Dominos,259.72,432.86,430.46,0,0,0.0,0,5
2021-05-18,Dominos,Dominos,259.72,432.86,492.51,0,0,0.0,1,5
2021-05-19,Dominos,Dominos,259.17,431.95,451.71,0,0,0.0,2,5
2021-05-20,Dominos,Dominos,257.36,428.94,428.36,0,0,0.0,3,5
2021-05-21,Dominos,Dominos,256.59,427.65,377.7,0,0,0.0,4,5
2021-05-24,Dominos,Dominos,252.54,420.9,389.64,1,20,0.0,0,5
2021-05-25,Dominos,Dominos,252.62,421.04,395.12,0,0,0.0,1,5
2021-05-26,Dominos,Dominos,252.41,420.69,454.11,0,0,0.0,2,5
2021-05-27,Dominos,Dominos,254.38,423.97,471.88,0,0,0.0,3,5
2021-05-28,Dominos,Dominos,256.12,426.87,478.3,0,0,0.0,4,5
2021-06-01,Dominos,Dominos,253.8,423.0,484.49,1,50,0.0,1,6
2021-06-02,Dominos,Dominos,255.72,426.2,487.88,0,0,0.0,2,6
2021-06-03,Dominos,Dominos,255.07,425.12,482.89,0,0,0.0,3,6
2021-06-04,Dominos,Dominos,258.68,431.14,375.76,0,0,0.0,4,6
2021-06-07,Dominos,Dominos,262.75,437.92,390.33,1,20,0.0,0,6
2021-06-08,Dominos,Dominos,266.02,443.36,417.35,0,0,0.0,1,6
2021-06-09,Dominos,Dominos,265.63,442.71,449.74,1,50,0.0,2,6
2021-06-10,Dominos,Dominos,269.06,448.43,394.21,0,0,0.0,3,6
2021-06-11,Dominos,Dominos,271.78,452.96,499.95,0,0,0.0,4,6
2021-06-14,Dominos,Dominos,268.9,448.16,463.86,0,0,0.0,0,6
2021-06-15,Dominos,Dominos,267.46,445.76,451.43,0,0,0.0,1,6
2021-06-16,Dominos,Dominos,268.55,447.59,402.65,0,0,0.0,2,6
2021-06-17,Dominos,Dominos,274.32,457.2,423.36,0,0,0.0,3,6
2021-06-18,Dominos,Dominos,276.11,460.19,413.29,1,20,0.0,4,6
2021-06-21,Dominos,Dominos,275.68,459.46,507.97,1,50,0.0,0,6
2021-06-22,Dominos,Dominos,275.89,459.82,471.44,1,50,0.0,1,6
2021-06-23,Dominos,Dominos,274.05,456.75,488.97,0,0,0.0,2,6
2021-06-24,Dominos,Dominos,275.89,459.81,431.67,0,0,0.0,3,6
2021-06-25,Dominos,Dominos,274.79,457.98,440.29,0,0,0.0,4,6
2021-06-28,Dominos,Dominos,278.12,463.53,450.3,0,0,0.0,0,6
2021-06-29,Dominos,Dominos,278.07,463.45,499.6,1,50,0.0,1,6
2021-06-30,Dominos,Dominos,279.89,466.49,504.6,0,0,0.0,2,6
2021-07-01,Dominos,Dominos,279.61,466.02,425.03,0,0,0.0,3,7
2021-07-02,Dominos,Dominos,284.54,474.24,537.06,0,0,0.0,4,7
2021-07-06,Dominos,Dominos,285.97,476.61,422.37,0,0,0.0,1,7
2021-07-07,Dominos,Dominos,286.91,478.18,535.01,0,0,0.0,2,7
2021-07-08,Dominos,Dominos,284.73,474.55,417.66,1,20,0.0,3,7
2021-07-09,Dominos,Dominos,286.54,477.56,443.83,0,0,0.0,4,7
2021-07-12,Dominos,Dominos,288.07,480.11,530.01,0,0,0.0,0,7
2021-07-13,Dominos,Dominos,291.41,485.68,438.98,0,0,0.0,1,7
2021-07-14,Dominos,Dominos,291.19,485.32,472.74,0,0,0.0,2,7
2021-07-15,Dominos,Dominos,290.9,484.84,477.55,0,0,0.0,3,7
2021-07-16,Dominos,Dominos,289.61,482.68,445.79,0,0,0.0,4,7
2021-07-19,Dominos,Dominos,287.09,478.49,508.67,0,0,0.0,0,7
2021-07-20,Dominos,Dominos,284.98,474.97,525.03,0,0,0.0,1,7
2021-07-21,Dominos,Dominos,282.22,470.37,523.23,0,0,0.0,2,7
2021-07-22,Dominos,Dominos,323.29,538.82,512.85,0,0,0.0,3,7
2021-07-23,Dominos,Dominos,315.27,525.45,530.31,0,0,0.0,4,7
2021-07-26,Dominos,Dominos,320.59,534.32,493.99,0,0,0.0,0,7
2021-07-27,Dominos,Dominos,322.81,538.01,496.82,0,0,0.0,1,7
2021-07-28,Dominos,Dominos,314.74,524.57,471.26,1,20,0.0,2,7
2021-07-29,Dominos,Dominos,315.7,526.17,595.63,0,0,0.0,3,7
2021-07-30,Dominos,Dominos,315.29,525.49,586.66,1,50,0.0,4,7
2021-08-02,Dominos,Dominos,318.22,530.36,574.49,0,0,0.0,0,8
2021-08-03,Dominos,Dominos,324.28,540.47,543.33,0,0,0.0,1,8
2021-08-04,Dominos,Dominos,322.01,536.68,535.17,0,0,0.0,2,8
2021-08-05,Dominos,Dominos,321.29,535.48,540.26,1,50,0.0,3,8
2021-08-06,Dominos,Dominos,320.06,533.44,539.29,0,0,0.0,4,8
2021-08-09,Dominos,Dominos,317.68,529.47,519.08,0,0,0.0,0,8
2021-08-10,Dominos,Dominos,311.36,518.93,461.6,0,0,0.0,1,8
2021-08-11,Dominos,Dominos,309.2,515.33,457.46,0,0,0.0,2,8
2021-08-12,Dominos,Dominos,309.89,516.48,586.55,0,0,0.0,3,8
2021-08-13,Dominos,Dominos,310.21,517.02,514.23,0,0,0.0,4,8
2021-08-16,Dominos,Dominos,307.91,513.19,582.96,0,0,0.0,0,8
2021-08-17,Dominos,Dominos,316.65,527.75,474.49,0,0,0.0,1,8
2021-08-18,Dominos,Dominos,315.37,525.62,534.2,0,0,0.0,2,8
2021-08-19,Dominos,Dominos,310.99,518.32,472.87,0,0,0.0,3,8
2021-08-20,Dominos,Dominos,305.71,509.52,471.79,0,0,0.0,4,8
2021-08-23,Dominos,Dominos,305.71,509.52,437.69,0,0,0.0,0,8
2021-08-24,Dominos,Dominos,300.95,501.58,444.24,0,0,0.0,1,8
2021-08-25,Dominos,Dominos,307.28,512.14,576.19,0,0,0.0,2,8
2021-08-26,Dominos,Dominos,306.35,510.59,483.25,0,0,0.0,3,8
2021-08-27,Dominos,Dominos,307.12,511.87,528.47,0,0,0.0,4,8
2021-08-30,Dominos,Dominos,310.35,517.25,511.82,0,0,0.0,0,8
2021-08-31,Dominos,Dominos,310.13,516.89,501.45,1,20,0.0,1,8
2021-09-01,Dominos,Dominos,309.24,515.4,520.33,0,0,0.0,2,9
2021-09-02,Dominos,Dominos,310.37,517.29,468.75,0,0,0.0,3,9
2021-09-03,Dominos,Dominos,308.7,514.5,589.92,0,0,0.0,4,9
2021-09-07,Dominos,Dominos,308.41,514.02,563.1,0,0,0.0,1,9
2021-09-08,Dominos,Dominos,312.82,521.37,559.16,0,0,0.0,2,9
2021-09-09,Dominos,Dominos,309.67,516.12,511.28,0,0,0.0,3,9
2021-09-10,Dominos,Dominos,306.52,510.87,457.67,0,0,0.0,4,9
2021-09-13,Dominos,Dominos,306.66,511.1,575.6,0,0,0.0,0,9
2021-09-14,Dominos,Dominos,304.18,506.96,482.84,0,0,0.0,1,9
2021-09-15,Dominos,Dominos,303.34,505.56,437.33,0,0,0.0,2,9
2021-09-16,Dominos,Dominos,306.73,511.21,487.04,0,0,0.0,3,9
2021-09-17,Dominos,Dominos,302.12,503.54,548.02,1,50,0.0,4,9
2021-09-20,Dominos,Dominos,298.24,497.06,515.36,0,0,0.0,0,9
2021-09-21,Dominos,Dominos,298.89,498.15,535.64,0,0,0.0,1,9
2021-09-22,Dominos,Dominos,297.31,495.52,539.17,0,0,0.0,2,9
2021-09-23,Dominos,Dominos,295.69,492.81,450.22,0,0,0.0,3,9
2021-09-24,Dominos,Dominos,293.9,489.84,552.12,0,0,0.0,4,9
2021-09-27,Dominos,Dominos,292.34,487.23,478.17,0,0,0.0,0,9
2021-09-28,Dominos,Dominos,290.95,484.91,505.13,0,0,0.0,1,9
2021-09-29,Dominos,Dominos,289.8,483.0,410.88,0,0,0.0,2,9
2021-09-30,Dominos,Dominos,286.18,476.96,547.56,0,0,0.0,3,9
2021-10-01,Dominos,Dominos,285.04,475.07,443.84,0,0,0.0,4,10
2021-10-04,Dominos,Dominos,282.55,470.91,409.04,0,0,0.0,0,10
2021-10-05,Dominos,Dominos,284.77,474.62,468.68,0,0,0.0,1,10
2021-10-06,Dominos,Dominos,289.6,482.66,428.94,0,0,0.0,2,10
2021-10-07,Dominos,Dominos,289.63,482.71,432.36,0,0,0.0,3,10
2021-10-08,Dominos,Dominos,288.19,480.32,499.38,0,0,0.0,4,10
2021-10-11,Dominos,Dominos,287.69,479.48,464.08,0,0,0.0,0,10
2021-10-12,Dominos,Dominos,288.03,480.05,540.8,0,0,0.0,1,10
2021-10-13,Dominos,Dominos,285.77,476.28,450.44,0,0,0.0,2,10
2021-10-14,Dominos,Dominos,286.49,477.48,509.88,0,0,0.0,3,10
2021-10-15,Dominos,Dominos,272.95,454.91,449.6,0,0,0.0,4,10
